Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.335149.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;41.878,80€;CS 12245 CC DI/06775;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.332045.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Central Africa Region (EDF 10);Operational;40.027,00€;Vérification des dépenses de plusieurs DP dans le cadre de la composante FLEGT du programme ECOFAC V;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Public procurement (including provisional commitments)
AID.CTR.314646.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Burundi;Operational;40.000,00€;"CCVD - Contrat cadre vérification des dépenses - devis-programme du 3/04/2012 au 2/04/2014 - partie ""FABRICE""";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.317224.01.1;2013;DELOITTE & TOUCHE PARTNERSHIP*;yes;BWP04342701112;FAIRGROUNDS OFFICE PARK PLOT;GABORONE;;Botswana;0,00€;;Southern Africa Region (EDF 10);Operational;40.000,00€;REQUEST FOR SERVICES NUMBER 10;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.316727.01.1;2013;OUEDDO DJAH ZARA*NOVAE COM;yes;*****;*****;*****;*****;Chad;0,00€;;Chad;Operational;39.766,00€;APPUI A LORGANISATION DU COLLOQUE REGIONAL ''ELEVAGE PASTORAL: UNE CONTRIBUTION DURABLE A LA RESOLUTION DES PROBLEMES D'INSECURITE ET DE DEVELOPPEMENT DES ESPACES SAHELO SAHARIENS'';Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.327220.01.1;2013;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;0,00€;;Pacific Region;Operational;39.670,63€;Mid-Term Evaluation of Development of Sustainable Tuna Fisheries in Pacific ACP Countries – Phase II (DevFish2);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Public procurement (including provisional commitments)
AID.CTR.326131.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Congo (Democratic Republic of the);Operational;39.631,00€;Audit finacier et technique du projet d'alimentation en eau potable des communes peripheriques de Kinshasa-Est, RDC.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.334084.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;39.610,49€;CS 12276 CC DI/06775;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.317142.01.1;2013;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;0,00€;;Malawi;Operational;39.455,00€;END OF TERM EVALUATION OF THE ACCOMPANYING MEASURES FOR SUGAR 2007 IN MALAWI;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.308923.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Cameroon;Operational;38.991,00€;Evaluation finale du Projet de mise en place d'un système de traçabilité des bois au Cameroun (CRIS 230446);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.334225.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Haiti;Operational;38.421,50€;Audit FIN & SYST du Fonds d'Entretien Routier;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.317453.01.1;2013;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;0,00€;;Guinea (Conakry);Operational;38.082,00€;Etude sur les frais de déplacement des fonctionnaires;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.319975.01.1;2013;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;0,00€;;Guinea-Bissau;Operational;37.120,00€;Evaluation à mi-parcours du programme UE-PAANE (FED/2009/021-338);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.319687.01.1;2013;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;0,00€;;Senegal;Operational;36.622,00€;Mission d'élaboration d'un profil genre du Sénégal;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.317765.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;36.459,90€;Contrat speifique 9916 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.327800.01.1;2013;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;0,00€;;South Sudan;Operational;36.417,00€;Mid-Term Review of the Capacity Building Programme for the South Sudan National Legislative Assembly and the State Assemblies of South Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Public procurement (including provisional commitments)
AID.CTR.321362.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Malawi;Operational;35.884,00€;Expenditure verification and financial audit for the Democratic Governance Programme National Initiative for Civi Education (NICE) component  PE1;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.310445.01.1;2013;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;0,00€;;Zambia;Operational;35.720,00€;11th EDF Agriculture Programming;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.310976.01.1;2013;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;0,00€;;Cameroon;Operational;35.129,00€;PAPMOD - Evaluation à mi parcours;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.314609.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Burundi;Operational;35.000,00€;"CCVD - Contrat cadre vérification des dépenses - devis programmes du 3/04/2012 au 2/04/2014 - partie ""PABG"" - complément au contrat n°FED/2012/292-620";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.330140.01.1;2013;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;0,00€;;Haiti;Operational;35.000,00€;evaluation finale ARCADES;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.334133.01.1;2013;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;0,00€;;Kiribati;Operational;34.870,00€;Re-audit of Fiji School of Medicine;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.324646.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;France;0,00€;Île de France;Somalia;Operational;34.293,00€;Study - Somalia’s Political Islam in 2013;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.318721.01.1;2013;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;0,00€;;Chad;Operational;33.965,00€;Verifications des depenses des Devis-programme de démarrage et de croisiere n°1  du PADL II (264790+274678);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Public procurement (including provisional commitments)
AID.CTR.313741.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;33.931,20€;CS 9148 CC DI/6763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313458.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;ACP Countries;Operational;33.840,00€;"FINANCIAL AUDIT OF ''Trade Policy Formulation, Negotiations and Implementation (""Hub & Spokes"") Project""";Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.314643.01.1;2013;"NATURAL PERSON ; PERSONNE PRIVÉE ; PRIVATPERSON - Art. 21(2) RAP";yes;*****;*****;*****;*****;Netherlands;0,00€;Overijssel;Sudan;Operational;33.200,00€;Formulation of the Rural Smallholders Component under the Sudan Food Security Programme, Phase II (SFSP-II);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement (including provisional commitments)
AID.CTR.329478.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;32.911,00€;Support to the design of PE I and Project strategy for the Programme to Promote Maritime Security (MASE);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Public procurement (including provisional commitments)
AID.CTR.315745.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;ACP Countries;Operational;32.504,00€;Financial Audit of Common Fund for Commodities (CFC) - 3 projects to be audited;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.332234.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Djibouti;Operational;31.995,00€;Expenditure verifications of IGAD PEs (PE 3 NDF, PE 1 IRCC2, Start-up PE INWRMP and PE 1 INWRMP);Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.316859.01.1;2013;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;0,00€;;Chad;Operational;31.940,00€;Evaluation finale du Projet PAFGA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313756.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Cameroon;Operational;31.796,00€;Audit Financier et Technique du DP 2 et des contrats de construction des Tribunaux de Première Instance de Yaoundé et Douala - PAJ Cameroun;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.329306.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Nigeria;Operational;31.670,00€;Recruitment of Assessors for Evaluation of Proposals received under Component 5 of EASE Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.318719.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Chad;Operational;31.225,00€;Verifications des depenses du Devis-programme de croisière n°1 du PADL GRN - Programme d'appui au développement local et à la gestion des ressources naturelles (PADL-GRN 261842);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316861.01.1;2013;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;0,00€;;Chad;Operational;31.185,00€;Evaluation finale du projet PAFIB;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313745.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;30.729,60€;CS 9151 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318937.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;30.249,90€;Contrat specifique 10079 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.332870.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Chad;Operational;29.959,00€;Mission d’évaluation à mi-parcours de la composante n°2 du Programme d’Appui au Développement Local intégré à la gestion durable des Ressources Naturelle II (PADL II);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.332463.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Uganda;Operational;29.940,00€;"Final Evaluation ''Economic Partnership Agreement Related Trade and Private Sector Support Programme (EPA TAPSS)""";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.318846.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Chad;Operational;29.507,50€;Vérification des dépenses du DP3 PRAJUST (justice CTR FED 2011/ 279-738);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.325184.01.1;2013;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;0,00€;;ACP Countries;Operational;29.100,00€;Brussels Office Real Estate market study;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Public procurement (including provisional commitments)
AID.CTR.329188.01.1;2013;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;0,00€;;Malawi;Operational;28.976,00€;National Statistical Office: ITSIS PE 2 - Audits and Expenditure Verifications;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.315045.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Sub-Saharan Africa;Operational;28.802,00€;Verification Mission to UNEP, programs AMCOW and MIKE;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.317845.01.1;2013;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;0,00€;;Swaziland;Operational;28.636,00€;Final evaluation of the Lower usuthu smallholder irrigation project (LUSIP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.324364.01.1;2013;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;0,00€;;Chad;Operational;28.618,00€;Evaluation finale du Projet SIDRAT (Système d'information sur le développement rural et l'aménagement du territoire);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.327241.01.1;2013;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;0,00€;;Seychelles;Operational;28.551,00€;Final Evaluation of the Governance Capacity Building Programme in Seychelles;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.310268.01.1;2013;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;0,00€;;Solomon Islands;Operational;28.492,00€;Financial Audit Concerning 4 PEs;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.319142.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Benin;Operational;28.473,00€;Assistance technique pour l'évaluation à mi-parcours du Projet d’appui à la bonne gouvernance dans les domaines des Finances publiques et de la Statistique;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.312867.01.1;2013;HIGHLIGHT TRAVEL LIMITED*BCD TRAVEL HTL;yes;KEP051100980Q;CITY HALL WAY TRANSNATIONAL PLAZA;NAIROBI;00100;Kenya;0,00€;;Somalia;Operational;28.215,82€;Air travel and related services for GoS visit to Brussels;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.316860.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Ghana;Operational;28.125,00€;GHANA: GIFMIS mid-term evaluation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.321981.01.1;2013;GRASSET SPORAFRIC SA*SGS;yes;CGM2005110000102064;AVENUE WILLIAM GUYNET;BRAZZAVILLE;;Congo;0,00€;;Congo (Brazzaville);Operational;27.898,17€;Fourniture d'un véhicule 4X4 Pick-up Double Cabine pour l'Inspection générale des juridictions et services judiciaires;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.312464.01.1;2013;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;0,00€;;Congo (Democratic Republic of the);Operational;27.532,33€;Evaluation mi-parcours du Programme d'Appui aux Parlements;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.315396.01.1;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;27.218,40€;CS 9440 CC DI/06772;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.326801.01.1;2013;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;0,00€;;Burundi;Operational;27.050,00€;Evaluation à mi-parcours du projet d'appui à la société civile 10ème FED BURUNDI (Projet OSCAR);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316882.01.1;2013;RESTLESS DEVELOPMENT TRUST*;yes;;HARVEY BROWN AVENUE 36 MILTON PARK;HARARE;263;Zimbabwe;0,00€;;Zimbabwe;Operational;26.900,00€;The Views of the Youth;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318026.01.1;2013;RESTLESS DEVELOPMENT TRUST*;yes;;HARVEY BROWN AVENUE 36 MILTON PARK;HARARE;263;Zimbabwe;0,00€;;Zimbabwe;Operational;26.900,00€;The Views of the Youth;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.307732.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Sierra Leone;Operational;26.715,20€;Mid-Term Evaluation of the Integrated Public Financial Management Reform Programme (IPFMRP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.323935.01.1;2013;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;0,00€;;Cameroon;Operational;26.278,00€;Audit financier et systèmes à mi-parcours des subventions FED (Association Première Urgence et la Mairie de BAHAM);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.311303.01.1;2013;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;0,00€;;Vanuatu;Operational;26.205,00€;Final Evaluation: Capacity Building and Support to the NAO Office (including Technical Cooperation Facility);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313434.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;25.608,00€;CS 9149 DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318357.01.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;25.608,00€;CS 9954 CC DI/06763;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.315927.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Guinea-Bissau;Operational;25.118,93€;Audit du PAANE du 18/04/2011 au 18/04/2013;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
