Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.278402.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;New Caledonia;Operational;;50.940,00 €;Evaluation PEFA et rapport sur la performance de la gestion de finances publiques de la Nouvelle Calédonie;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.303311.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;Uganda;Operational;;50.176,00 €;Mid Term Review of the 10th EDF Democratic Governance and Accountability Programme;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296532.01.1;2012;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;;Mali;Operational;;50.000,00 €;Contrôle permanent des dépenses CONFED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.293184.01.1;2012;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;;Mozambique;Operational;;49.942,00 €;Evaluation of the current Mozambican 2008-2012 business environment strategy and recommendations for the upcoming strategy;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287580.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Saint Lucia;Operational;;49.735,00 €;TA to the SLU NNH Equipment Tender Evaluation Committee;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.294355.01.1;2012;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;;Burkina Faso;Operational;;48.600,00 €;Assistance technique pour dépouillement, analyse et évaluation des offres, et attribution du marché des travaux du projet de renforcement du tronçon de route Sakoinsé - Boromo;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278322.01.1;2012;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;;Papua New Guinea;Operational;;48.118,00 €;Support to the preparation of HRDP1 works contract;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281392.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Malawi;Operational;;48.008,00 €;Technical Assistance in support of programming of the MDGi allocation for the Social Cash Transfer Programme in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291417.01.1;2012;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;;Senegal;Operational;;47.830,00 €;Evaluation ex-post de la conformité technique et de la perennité des installations du PRS II et de la Facilité eau FED9;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299240.01.1;2012;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;;Ethiopia;Operational;;47.750,00 €;Prefeasibility study and preparation of tender documents for detailed technical design and supervision to build the Ethio-EU business school and innovation centre;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288061.01.1;2012;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;47.250,00 €;CS 6396 CC DI/06762;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307898.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Burundi;Operational;;47.220,00 €;AT pour la coordination et rédaction des documents clés de la programmation de la coopération bilatérale au développement de l''UE au Burundi dans le cadre du 11ème FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301481.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Chad;Operational;;46.876,00 €;Evaluation intermédiaire du PAFSI;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283809.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Sierra Leone;Operational;;46.756,00 €;Expenditure Verification Programme Estimates 1 and 2 - Support to NAO in Sierra Leone;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279747.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Mayotte;Operational;;46.212,00 €;Mayotte, Préparation du plan de mandature;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296321.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;Madagascar;Operational;;46.008,00 €;Formulation d''un projet d''appui au processus électoral 2013 à Madagascar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301529.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;EDF PALOP projects;Operational;;45.784,00 €;Evaluation of the EU/PALOP-TL cooperation;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304252.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Benin;Operational;;45.670,00 €;Audit des devis-programmes 1 et 2 du Projet d''Appui à la Réforme de la Justice (PARJ) au Bénin;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299420.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Timor Leste;Operational;;45.452,00 €;Mid-Term Evaluation of the Institutional Capacity Building of the NAO System 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299370.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Timor Leste;Operational;;44.688,00 €;Financial audit to ICB PE No 1 FED 2011/264-608 and PE No 2 FED/2012/306-218;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.294649.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Botswana;Operational;;44.362,00 €;Identification Mission for the MDG 4 and 5 HIV/AIDS related indicators for the HIV& AIDS Component of the Botswana 10th EDF Human Resource Development Programme;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299961.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Djibouti;Operational;;44.218,00 €;"Verification Mission- International Organisations 2012, UNICEF; UNDP; WMO";Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285367.01.1;2012;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;;Lesotho;Operational;;44.006,95 €;Technical Assistance for the review of the Contractor''s Final Accounts in the context of the UNIK Construction''s Civil Works Contract (Three Towns Water Supply and Sanitation Project - FED/2008/194-734);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299747.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Chad;Operational;;43.990,00 €;Verifications des depenses du DP 2 PRAJUST (Justice CTR FED/2009/228090) (NAP2011/ 070923);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286612.01.1;2012;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;;Tanzania;Operational;;43.976,00 €;TA for the Preparation of the Implementation of the TASPII;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291870.01.1;2012;ASTEC GLOBAL CONSULTANCY LIMITED*;yes;IE6567017J;MERRION SQUARE 25;DUBLIN 2;;Ireland;;;EDF PALOP projects;Operational;;43.964,00 €;Apoio a melhoria da qualidade e proximidade dos servicos publicos dos PALOP e Timor Leste;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297681.01.1;2012;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;;Togo;Operational;;43.856,00 €;Projet d''appui à la formation de la police - PAFP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287987.01.1;2012;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;;Guinea (Conakry);Operational;;43.725,00 €;Mission d''appui à la formulation du Programme  FSTP Guinée;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289182.01.1;2012;PANOPLIS C CONSORTIUM*ATOS BELGIUMTRASYS FUJITSU TECHNOLOGY SOL POLYMEDIA EVERIS ENGIN INGEG INFOR ARHSDEVELOP ENG INT BELG ATOS LUX PSF;yes;BE0401848135;DA VINCILAAN 5;ZAVENTEM;1930;Belgium;;;All Countries;Operational;;43.698,00 €;CS 6410 DI/06766;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291413.01.1;2012;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;;Senegal;Operational;;43.565,00 €;Etude de formulation du projet PEPAM UE;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304768.01.1;2012;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;;Burundi;Operational;;43.358,00 €;AT pour la formulation de la partie appui institutionnel du programme Appui Budgétaire 2013-2015 au Burundi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.294954.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Ethiopia;Operational;;42.885,00 €;Feasibility study for the migration to a new customs automated management system in Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300287.01.2;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Central Africa Region (EDF 10);Operational;;41.782,00 €;Appui pour la programmation du 11ème FED pour l''Afrique Centrale;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289833.01.1;2012;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;;Somalia;Operational;;41.775,00 €;Preparation of Technical Specifications for a Call for Tender of EC Flight Services;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298817.01.1;2012;INTERMEDIA NCG LTD*;yes;KE0014135V;OFF JAMES GICHURU ROAD;NAIROBI;00603;Kenya;;;Somalia;Operational;;41.570,00 €;Secretarial Support Services;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284251.01.1;2012;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;;Uganda;Operational;;40.588,72 €;Mid term review EPA TAPSS (2nd attempt);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.283441.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;All Countries;Operational;;40.442,00 €;''''Audit Financier: Appui à la Mission de la Paix du Conseil de Paix et de Sécurité de la CEEAC en République Centrafricaine: MICOPAX 1A et 1B '''';Directorate-General for Development and Cooperation — EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298762.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Mauritania;Operational;;40.408,00 €;Audit de 7 projets du GRET, GRDR, CISS et CUN;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302957.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;ACP Countries;Operational;;40.169,95 €;OLAF Traineeship for African participants, 19-23 November 2012 in Brussels;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304209.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Belgium;Operational;;40.000,00 €;ACCOUNTING ADVICE AND ASSITANCE;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285143.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Comoros;Operational;;39.914,00 €;Assistance Technique pour la formation des formateurs sur la gestion des marchés publics;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296724.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Guinea (Conakry);Operational;;39.427,00 €;Audit financier et de systèmes à mi parcours au Projet COOP ATL Projet de sécurité alimentaire pour les Exploitations Familiales de Basse Guinée - CTR 257-764 - No. Cris Audit 2012/082-728;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291985.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;ACP Countries;Operational;;38.995,00 €;AUDIT FINANCIER CONCERNANT le budget de fonctionnement de la cellule de mise en oeuvre du programme PROINVEST (PRIMS);Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286570.01.1;2012;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;;Seychelles;Operational;;37.894,00 €;Technical Assistance to the Finance and Public Accounts Committee in Seychelles;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.295156.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Niger;Operational;;36.700,00 €;audit financier exercice 2011 (appui budgétaire à la sécurité alimentaire);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305960.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Mali;Operational;;36.450,00 €;Formulation du Programme d''appui à la résolution de conflis et de promotion de la Paix au Mali;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287905.01.1;2012;LDK CONSULTANTS ENGINEERS & PLANNERS SA*;yes;EL094061957;OFF THIVAIDOS STREET 21;NEA KIFISSIA;14564;Greece;;;All Countries;Operational;;35.324,50 €;SCIENTIFIC ADVISORY BOARD MEETING AND DEDICATED SEMINAR ON 31/05/12;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286861.01.1;2012;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;BE0429053863;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;;;Haiti;Operational;;34.996,00 €;Vérification des DP5 PMR, DP1 TCF, DP0, 1 & 2 du PRG et DP1 du PRP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284483.01.1;2012;PEAT MARWICK MITCHELL PARTNERSHIP*KPMG KENYA;yes;KE0010940B;STANDARD STR LONRHO HOUSE 16TH FLOO;NAIROBI;00100 GPO;Kenya;;;Somalia;Operational;;34.780,00 €;Financial Audit of ARDOPIS IV and ARDOPIS V Projects;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307576.01.1;2012;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;;Comoros;Operational;;34.730,00 €;Evaluation mi-parcours du programme d''appui du developpement durable des transports aux Comores;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302060.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Namibia;Operational;;34.684,00 €;Technical assistance in the formulation of an action fiche and TAPs for the ''Climate change adaptation and mitigation project, incl energy;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286475.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Uganda;Operational;;34.151,00 €;Final Evaluation - Providing Access to Modern Energy in Northern Uganda;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287593.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;ACP Countries;Operational;;34.030,00 €;FINANCIAL AUDIT OF Support Programme to Integrated National Action Plan for avian and human influenza (SPINAP – AHI);Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.293142.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Rwanda;Operational;;33.654,00 €;Audit financier du projet ''''Relance de la CEPGL'''': appui à l''EGL et au SEP;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287941.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Burundi;Operational;;33.632,00 €;AT de court terme: la formulation des documents du nouveau programme d''appui budgétaire 2012-2014 de l''Union Européenne au Burundi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297096.01.1;2012;MAISON DE LA PRESSE ASSOCIATION*MP;yes;;RUE 20 PORTE 28 MEDINA COURA;BAMAKO;;Mali;;;Mali;Operational;;33.462,56 €;Organisation d''un Forum pour la Paix;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290839.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;ACP Countries;Operational;;32.784,00 €;4 Pillars assesment West African Power Pool (WAPP) II;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.289817.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Chad;Operational;;32.580,00 €;MISSION D’EVALUATION DU DISPOSITIF DE MISE EN ŒUVRE OPERATIONNELLE DU PADL-GRN;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281184.01.1;2012;COWI AS*KAMPSAX GEODAN GEOPLUS KAMPSAX DATA GEOPLAN GEOMASTERS GEODATA AGRINOVA INTERNATIONAL KAMPSAX INTERNATIONAL KAMPSAX TEKNIK;yes;DK44623528;PARALLELVEJ 2;KONGENS LYNGBY;2800;Denmark;;;Madagascar;Operational;;32.446,00 €;Etude de formulation d''un programme d''appui à la Société Civile pour le Xe FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.307606.01.1;2012;STRATIQO CONSORTIUM*TRASYS ATOS BELGIUM IBM BELGIUM FUJITSU TECHNOLOGY SOLUTIONS ORESYS POLYMEDIA TRASYSLUXEMBOURG TRASYS TECHNOLOGY ATOS I;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;;;ACP Countries;Operational;;32.275,24 €;CS 8376 CC DI/06772;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279377.01.1;2012;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;;Southern Africa Region (EDF 10);Operational;;32.100,00 €;Formulation RPC indicators;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.287487.01.1;2012;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;;;Niger;Operational;;31.900,00 €;Appui à la Cour des Comptes du Niger pour la préparation d''un contrat de subvention;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
