Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.232875.01.1;2010;Confidential;yes;;*****;*****;******;United Kingdom;;CONFIDENTIAL;Operational;N.A.;49.518,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248500.01.1;2010;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Chad;Operational;N.A.;48.596,00 €;Assistance à la phase ''''formulation'''' du projet transports Tchad 10ième FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230407.01.1;2010;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Burundi;Operational;N.A.;47.520,00 €;Audit de l''exécution et de la surveillance des travaux des pistes d''accès aux stations de dépulpage-lavage;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248903.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Burundi;Operational;N.A.;47.455,00 €;Rédaction d''un manuel de procédures internes pour le futur projet CELON 10ème FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247835.01.1;2010;OVE ARUP & PARTNERS INTERNATIONAL LTD*;yes;;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;Central African Republic;Operational;N.A.;46.996,00 €;DEFINITION ET MISE EN PLACE D''UN PROGRAMME D''APPUI INSTITUTIONNEL AUPRES DES MAIRIES DE BANGUI ET BIMBO (RCA);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252489.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Caribbean Region;Operational;N.A.;46.031,00 €;Technical Assistance for 10th EDF Programming for CSME & Regional Integration;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.255600.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Mozambique;Operational;N.A.;45.704,00 €;Formulation mission to Support to Non-State Actors in Mozambique: Strengthening the Mutual Accountability;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241772.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Uganda;Operational;N.A.;45.166,00 €;Assessment of Auditors Providing Audit Services to the EU under the local Audit Framework;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250994.01.1;2010;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;Uganda;Operational;N.A.;45.047,00 €;Final Evaluation of the Commercial Justice Reform Programme ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253242.01.1;2010;SOGES SPA*;yes;;CORSO TRAPANI 16;TORINO;10139;Italy;;Pitcairn Islands;Operational;N.A.;44.729,00 €;TA in developing SPD for Pitcairn ;Directorate-General for Development and Cooperation ? EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.249070.01.1;2010;EURONET CONSULTING EESV*;yes;;RUE MONTOYER 39;BRUXELLES;1040;Belgium;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;N.A.;44.346,00 €;Identification and Formulation of a Coastal, Marine and Island Specific Biodiversity Management Project ;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.231382.01.1;2010;HTSPE LIMITED*;yes;;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Tanzania;Operational;N.A.;43.108,00 €;Identification and formulation of 10th EDF support to NSAs Tanzania;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.234362.01.1;2010;SOGES SPA*;yes;;CORSO TRAPANI 16;TORINO;10139;Italy;;Aruba;Operational;N.A.;42.590,00 €;Public finance Management Assessment - Aruba ;Directorate-General for Development and Cooperation ? EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.235716.01.1;2010;HTSPE LIMITED*;yes;;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Burundi;Operational;N.A.;42.558,00 €;Assistance Technique pour une étude organisationnelle du Ministère du Commerce, de l''Industrie et du Tourisme au Burundi;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257157.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Mozambique;Operational;N.A.;40.928,00 €;Private Sector Development Programme- Formulation mission;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241901.01.1;2010;ASSOCIAZIONE INTERNAZIONALE VOLONTARI LAICI*LAY VOLUNTEERS INTERNATIONAL ASSOCIATION;yes;;CORSO IV NOVEMBRE 28;CUNEO;12100;Italy;;Guinea (Conakry);Operational;95 %;40.786,35 €;Etude de faisabilité pour la réalisation d''un centre de traitement et valorisation des déchets plastiques en Guinée;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.232341.01.1;2010;AIDE A LA DECISION ECONOMIQUE SA*;yes;;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Uganda;Operational;N.A.;40.183,85 €;Final Evaluation of the EU Support to the Competitiveness & Investment Climate Startegy (CICS);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.243778.01.1;2010;LINPICO*;yes;;AVENUE ERNEST RENAN;LES ARCS SUR ARGENS;83460;France;;Reserve / Unallocated by region (Overseas countries and territories);Operational;N.A.;39.995,00 €;PFM assessment Mayotte;Directorate-General for Development and Cooperation ? EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240985.01.1;2010;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Guinea-Bissau;Operational;N.A.;39.952,00 €;AUDIT FINANCIER DU PROJET DE CONSTRUCTION DU PONT SAO VICENTE EN GUINEE-BISSAU;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230116.01.1;2010;CONSEIL SANTE SA*;yes;;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;;Saint Lucia;Operational;N.A.;39.592,00 €;SLU New National Hospital Equipment Costing TA;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257119.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Haiti;Operational;N.A.;39.025,00 €;Reformulation Programme Statistique Minimum;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253538.01.1;2010;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;West Africa Region;Operational;N.A.;38.002,00 €;Audit financier concernant la Convention de Contribution avec la Commission de l''UEMOA ? PIR 9ème FED ;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.239571.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Central African Republic;Operational;N.A.;37.785,00 €;Préparation des termes de reférence pour l''AT ECOFAUNE-RCA ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247822.01.1;2010;HTSPE LIMITED*;yes;;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Caribbean Region;Operational;N.A.;36.424,00 €;FINAL EVALUATION - Integrated Development Programme for the Caribbean Rum Sector;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252958.01.1;2010;AGRER SA*;yes;;AVENUE LOUISE 251/23;BRUXELLES;1050;Belgium;;Sierra Leone;Operational;N.A.;36.131,00 €;Environmental governance and mainstreaming;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.249904.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Mauritius;Operational;N.A.;36.000,00 €;Recruitment of a Revenue Administration Expert to form part of a repeat PEFA Assessment team for Mauritius;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.234683.01.1;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Dominica;Operational;N.A.;35.906,00 €;Development of a Performance Framework for the Growth and Social Protection Strategy of Dominica;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.239980.01.1;2010;ATOS ORIGIN BELGIUM SA*;yes;;DA VINCILAAN 5;ZAVENTEM;1930;Belgium;;Burundi;Operational;N.A.;34.480,00 €;Assistance technique à courte terme spécialisée en informatique auprès du bureau permanent SIGEFI au ministère des Finances du Burundi;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241116.01.1;2010;START PEOPLE NV*;yes;;FRANKRIJKLEI 101;ANTWERPEN;2000;Belgium;;Intra ACP Allocations;Operational;N.A.;32.150,00 €;START PEOPLE - NANCY DZOKOTO;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241708.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Uganda;Operational;N.A.;32.105,00 €;End of Project Evaluation and Capacity Assessment for the ''Support to the National Authorising Officer'' project;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251247.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Caribbean Region;Operational;N.A.;30.623,00 €;Insitutional Assessment of CARICOM IMPACS;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.244160.01.1;2010;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;Kenya;Operational;N.A.;30.000,00 €;Design Study to Support the Aid Effectiveness Secretariat in Kenya;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251631.01.1;2010;COMPAGNIE FIDUCIAIRE DE MANAGEMENTET D AUDIT SARL*COFIMA;yes;;IMMEUBLE AHOUANSOU SOSSOU;COTONOU;;Benin;;Benin;Operational;N.A.;30.000,00 €;Audit financier du projet d''appui à la filière riz (PAFIRIZ);Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240064.01.1;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Sierra Leone;Operational;N.A.;29.225,00 €;TA for the review of MDBS progress assessment framework indicators 2010;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.243233.01.1;2010;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;Comoros;Operational;N.A.;29.082,00 €;Evaluation mi-parcours de la Cellule d''Appui à l''Ordonnateur National;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246292.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Caribbean Region;Operational;N.A.;28.526,00 €;Technical Assistance for a Needs Assessment for and formulation of a programme for developing a regional centre of Excellence/tourism hospitality institute in Antigua and Barbuda for the OECS region;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252493.01.1;2010;Natural person;yes;;*****;*****;******;Haiti;;CONFIDENTIAL;Operational;N.A.;28.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.244736.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Chad;Operational;N.A.;27.911,00 €;Audit DP1 PACOM;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246362.01.1;2010;Natural person;yes;;*****;*****;******;Sierra Leone;;Sierra Leone;Operational;N.A.;26.400,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.244845.01.1;2010;OVE ARUP & PARTNERS INTERNATIONAL LTD*;yes;;FITZROY STREET 13;LONDON;W1T 4BQ;United Kingdom;;Comoros;Operational;N.A.;26.398,00 €;Contrôle technique et comptable du marché de travaux pour le projet de Réhabilitation d''Infrastructure suite aux cyclones Elita et Gafilo;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232075.01.1;2010;Confidential;yes;;*****;*****;******;Belgium;;CONFIDENTIAL;Operational;N.A.;25.702,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;Use of interest (05.10.20);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254384.01.1;2010;STRAUSS & STRAUSS AB*;yes;;TYSTA GATAN 9;STOCKHOLM;115 20;Sweden;;Liberia;Operational;N.A.;25.620,00 €;Preparation of PFM Annual Monitoring Report;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.239276.01.1;2010;MAZARS SA*;yes;;RUE HENRI REGNAULT 61 TOUR EXALTIS;COURBEVOIE;92400;France;;Guinea-Bissau;Operational;N.A.;25.303,00 €;Audit SISA ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232337.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Uganda;Operational;N.A.;25.223,33 €;Final Evaluation of Technical Support for Economic Partnership Agreement Finalization (TSEPAF)  project;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252394.01.1;2010;MAZARS BENIN SA*;yes;;BOULEVARD SAINT MICHEL 72;COTONOU;;Benin;;Benin;Operational;N.A.;25.000,00 €;Contrat services audit DP 1 et DP 2 PSCC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254153.01.1;2010;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Liberia;Operational;N.A.;24.898,00 €;Verification of expenditure 2009/224280, 2009/208870, 2009/224317, 2009/217963(1st year) ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253399.01.1;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Lesotho;Operational;N.A.;23.550,00 €;Consultancy for a Public Financial Management Assessment of the Ministry of Natural Resources in the Kingdom of Lesotho;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.255442.01.1;2010;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Congo (Democratic Republic of the);Operational;N.A.;23.340,00 €;Assistance Technique au CSRP - Prolongation de la mission de l''UGP SRPNC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.234438.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Burundi;Operational;N.A.;22.560,00 €;Audit financier et organisationnel de la Chambre de Commerce et d''Inductrie du Burundi;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240927.01.1;2010;PKF UGANDA PARTNERSHIP*;yes;;PLOT 37 YUSUF LULE ROAD;KAMPALA;;Uganda;;Uganda;Operational;N.A.;20.550,00 €;Closure audit of HRH project;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230792.01.1;2010;KOUVAHEY EKOUE DJIDJOCHE NICOLAS MAX*CABINET D EXPERTISE COMPTABLE ETD AUDIT NICOLAS KOUVAHEY NIK AUDIT;yes;;RUE 529 PORTE 952;QUINZAMBOUGOU BAMAKO;;Mali;;Mali;Operational;N.A.;20.000,00 €;Prolongation du contrôle permanent PADESC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.234393.01.1;2010;FONDATION PASSERELLE*FP;yes;;CONCESSIONS 135 NT;BAMAKO;;Mali;;Mali;Operational;N.A.;20.000,00 €;création d''un spectacle de chant comme action de visibilité des actions de l''UE dans le domaine de la culture ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.249043.01.1;2010;BCD TRAVEL BELGIUM NV*;yes;;STATIONSTRAAT 100;MECHELEN;2800;Belgium;;Overseas countries and territories ;Operational;N.A.;19.649,00 €;OCT participation in Training on 10th EDF Financial & Contractual Procedures ? Jamaica (8-18 November 2010);Directorate-General for Development and Cooperation ? EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252211.01.1;2010;ASSOCIES AUDIT ET CONSEIL SA*;yes;;AVENUE DE PARIS 9;VINCENNES;94300;France;;Belize;Operational;N.A.;19.600,00 €;Audit of CGA grant ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248138.01.1;2010;ERNST & YOUNG LTD*E&Y;yes;;SIR WILLIAM NEWTON STREET NEWTON;PORT LOUIS;;Mauritius;;Botswana;Operational;N.A.;18.759,00 €;Audit FWC EuropeAid 127444- Order form n.4;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251866.01.1;2010;SOCIETE BENINOISE D'AUDITS DE CONSULTANTS ET D'EXPERTISES (BENAUDIT-CONSULTEX) SARL*;yes;;CARRE 515 SAINT MICHEL GBENAN;JERICHO COTONOU;;Benin;;Benin;Operational;N.A.;18.000,00 €;Audit DP1 et DP2 PAST;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.254860.01.1;2010;Natural person;yes;;*****;*****;******;United Kingdom;;Somalia;Operational;N.A.;18.000,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.243939.01.1;2010;PKF UGANDA PARTNERSHIP*;yes;;PLOT 37 YUSUF LULE ROAD;KAMPALA;;Uganda;;Uganda;Operational;N.A.;17.000,00 €;Audit of SPGS PE No. 2, PE No. 3 and End of Project Audit ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.255113.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Eritrea;Operational;N.A.;16.985,00 €;System Audit concerning the grant contract ''''Support to the National Confederation of Eritrean Workers (NCEW) for the strengthening of social dialogue in Eritrea'''';Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241143.01.1;2010;PKF UGANDA PARTNERSHIP*;yes;;PLOT 37 YUSUF LULE ROAD;KAMPALA;;Uganda;;Uganda;Operational;N.A.;16.530,00 €;Audit of STABEX Accounts 2009;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259694.01.1;2010;DELOITTE REVISEURS D ENTREPRISES SC SCRL*DELOITTE BEDRIJFSREVISOREN;yes;;RUE BERKENLAAN 8 B;DIEGEM;1831;Belgium;;Rwanda;Operational;N.A.;16.284,00 €;Demande de prestations pour auditer les contrats de surveillance et des travaux de réhabilitation du bâtiment ex MINIFIN;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246318.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Caribbean Region;Operational;N.A.;15.646,00 €;TA for programming of the programme on Economic Integration and Trade of OECS - 10th EDF;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246529.01.1;2010;AUDIT MANAGEMENT & MARKETING SA*A 2 M;yes;;CARRE 151 LIEUDIT AVLEKETECODJI;COTONOU;041;Benin;;Benin;Operational;N.A.;15.580,29 €;Audit administratif, financier et comptable du DP PAGA;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241076.01.1;2010;DATA FIGURE & COMPANY*DF&CO;yes;;RASHID KHAMIS ROAD PLOT 6;KAMPALA;;Uganda;;Uganda;Operational;N.A.;14.219,00 €;Financial Audit of the Uganda Red Cross Rural Water and Sanitaion Programme;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259682.01.1;2010;JASPER-SEMU AND ASSOCIATES*CERTIFIED PUBLIC ACCOUNTANTS;yes;;ENTEBBE ROAD CONRAD PLAZA 7TH FLOOR;KAMPALA;;Uganda;;Uganda;Operational;N.A.;12.775,00 €;Audit of SPGS II - PE No. 1 ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.231596.01.1;2010;Natural person;yes;;*****;*****;******;France;;Central African Republic;Operational;N.A.;12.760,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257568.01.1;2010;PKF UGANDA PARTNERSHIP*;yes;;PLOT 37 YUSUF LULE ROAD;KAMPALA;;Uganda;;Uganda;Operational;N.A.;12.700,00 €;Audit of PE 3 NARO (SX93/08/05 linked SX99/12/01) and end of Project (SX93/08 and sx99/12);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241607.01.1;2010;EXPERTS-COMPTABLES & CONSULTANTS ASSOCIES SARL*EXCCA;yes;;CARRE 283 M JERICHO 2;COTONOU;03;Benin;;Benin;Operational;N.A.;12.500,00 €;AUDIT PROJET APPUI A LA MAISON DE LA SC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
