Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.261077.01.1;2011;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;Djibouti;Operational;N.A.;39.686,00 €;ELABORATION DU DOSSIER D’APPEL D’OFFRES POUR LES TRAVAUX DE PROLONGEMENT DE LA RN1 : 10,2 km ENTRE FIN DES TRAVAUX 9e FED (PK39,4) ET CARREFOUR DES ROUTES ALI SABIEH ET DIKHIL-REPUBLIQUE DE DJIBOUTI;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265854.01.1;2011;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;Chad;Operational;N.A.;39.105,00 €;Evaluation à mi-parcours du Programme d''Appui à la Réforme de la Justice au Tchad (PRAJUST);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.257305.01.1;2011;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Gabon;Operational;N.A.;39.040,00 €;Assistance technique au Ministère de l''Equipement, des Infrastructures et de l''Aménagement du Territoire dans la phase de formulation du projet d''assainissement des eaux pluviales dans le bassin versant de Nzeng-Ayong;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279290.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Burkina Faso;Operational;N.A.;38.874,00 €;Vérification des dépenses dans le cadre de DP1 - DP2 - DP3 - Appui à la DGR et DP n°26/2006 - DGTTM;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261636.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Burkina Faso;Operational;N.A.;38.728,00 €;Avenant N° 2 au Contrat Cadre 247 883 pour la prolongation de la mission suite aux besoins de travaux complémentaires dont le besoin a été découvert en cours de mission initiale;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273195.01.1;2011;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;Namibia;Operational;N.A.;37.686,00 €;Technical Assistance for the Formulation of the 10th EDF Programme for Accelerating the Reduction of Maternal and Child Mortality (PARMaC);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260418.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Tanzania;Operational;N.A.;37.525,00 €;5 pillar compliance assessment of Ministry of Justice and Constitutional Affairs Tanzania ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266140.01.1;2011;HORWATH, SOTERO PERALTA & ASOCIADOS SOCIEDAD EN PARTICIPACION*HORWATHINTERNACIONAL;yes;DO101086629;CALLE MAX HENRIQUEZ URENA 37;SANTO DOMINGO;10148;Dominican Republic;;Dominican Republic;Operational;N.A.;37.495,00 €;Auditoria al programa Facilidad de Cooperacion Tecnica.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276602.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Tanzania;Operational;N.A.;37.122,00 €;Financial and Systems Audit of TANROADS;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269029.01.1;2011;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;Cape Verde;Operational;N.A.;37.103,00 €;PEMFAR - WATER AND SANITATION SECTOR;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263710.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Guinea (Conakry);Operational;N.A.;36.867,50 €;Audit AT PACNOP (réf. audit 2011/071-007);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261672.01.2;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Benin;Operational;N.A.;35.734,00 €;Elaboration d''un cadre de S&E de la performance du système GFP au Bénin et évaluation de la performance  ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266173.01.1;2011;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Niger;Operational;N.A.;35.704,24 €;Infrastructurs routières 10 ème FED: Entretien Périodique des routes  revêtues. Fourniture de deux experts indépendants pour assister  l''Administration à l''évaluation des offres ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265432.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Senegal;Operational;N.A.;35.472,00 €;Revue de la mise en oeuvre du Programme de Renforcement et de Développement des Capacités Commerciales (PRDCC 2);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278139.01.1;2011;CONSEIL SANTE SA*;yes;FR61413502642;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;;Saint Lucia;Operational;N.A.;34.970,00 €;TA for Evaluation of SLU NNH Equipment International Open Supplies Tender;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272060.01.1;2011;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Somalia;Operational;N.A.;34.693,00 €;Aviation Sector Study;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271776.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Mozambique;Operational;N.A.;34.075,00 €;Audit of Road Periodic Maintenance Support;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264797.01.1;2011;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Sierra Leone;Operational;N.A.;33.994,00 €;Technical Assistance for the formulation of a Programme Estimate in support to the Sierra Leone Investment and Export Promotion Agency;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275755.01.1;2011;AGENCE EUROPEENNE POUR LE DEVELOPPEMENT ET LA SANTE SCRL AEDES*;yes;BE0450913705;RUE JOSEPH II 34;BRUXELLES;1000;Belgium;;Saint Lucia;Operational;N.A.;33.672,00 €;TA for SLU 10EDF NIP Feasibility Study;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265223.01.1;2011;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;Senegal;Operational;N.A.;33.238,00 €;Revue de la mise en oeuvre du Projet d''Appui au Programme Sectoriel Justice (PAPSJ);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276288.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Burundi;Operational;N.A.;32.478,00 €;audit financier et système de l''UGP PAPSBU 10ème FED et CPVV des provinces du projet;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272876.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Namibia;Operational;N.A.;32.152,00 €;Support to the Office of the Ombudsman for the development of the 1st National Human Rights Action Plan (NHRAP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272998.01.1;2011;CONSEIL SANTE SA*;yes;FR61413502642;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;;Botswana;Operational;N.A.;31.970,00 €;Assessment of the Botswana National HIV/AIDS Prevention Support (BNAPS) Project MTR Performance;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269026.01.1;2011;POHL CONSULTING & ASSOCIATES GMBH*;yes;DE813876999;TORSTRASSE 92;BERLIN;10119;Germany;;Cape Verde;Operational;N.A.;31.953,00 €;PEMFAR - ENERGY SECTOR;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.258021.01.1;2011;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Uganda;Operational;N.A.;31.942,32 €;Final Evaluation of EU Support to the Uganda Commodities Exchange and Warehouse Receipt System (UCE/WRS);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276698.01.1;2011;BUREAU D'ETUDES RAUSCH & ASSOCIESINGENIEURS CONSEILS SARL*;yes;;RUE KINNEKSHAFF 1;WAHL;8838;Luxembourg;;Cameroon;Operational;N.A.;30.104,00 €;Audit du programme routier10ème FED Partie 2 Figuil Magada;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.272357.01.1;2011;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;yes;BE0458632133;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;Mauritius;Operational;N.A.;30.048,00 €;Ensuring the compliance of the data protection legislation and principles of Mauritius with EU standards;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261683.01.1;2011;Natural person;yes;*****;*****;*****;*****;Germany;;Ivory Coast;Operational;N.A.;30.000,00 €;AT au Ministre de l''Economie et des Finances ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265437.01.1;2011;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;Mozambique;Operational;N.A.;29.908,00 €;TA to prepare Service Tender for the NSA programe ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273265.01.1;2011;CHARTERED INSTITUTE OF PUBLIC FINANCE AND ACCOUNTANCY ROYAL CHARTER*CIPFA;yes;GB627390725;ROBERT STREET 3;LONDON;WC2N 6RL;United Kingdom;;Zimbabwe;Operational;N.A.;28.500,00 €;''''A study to ascertain the Readiness of the Public Financial Mangement Sector for the Development of Specialist Professional Qualifications'''';Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.263637.01.1;2011;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Djibouti;Operational;N.A.;28.310,00 €;Assistance technique au dépouillement, analyse et évaluation des offres et à l''attribution du marché des travaux du programme d''assainissement liquide  de la ville de Djibouti ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278324.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Malawi;Operational;N.A.;28.024,00 €;Verification Mission for Joint Management - Contribution Agreemen 2008 Housing and Population Census;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265575.01.1;2011;FINEUROP SPA*;yes;IT08893560154;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;;Burundi;Operational;N.A.;27.572,00 €;FORMATION EN NEGOCIATIONS COMMERCIALES;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275266.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Cameroon;Operational;N.A.;27.146,00 €;Audit financier et système des 3 DP0 PDR 10ème FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261149.01.1;2011;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;Mali;Operational;N.A.;27.000,00 €;"Contrôle permanent des dépenses 2011-2012 - PADESC
";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265708.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Ethiopia;Operational;N.A.;26.602,00 €;Ex-post Evaluation of ''''Preservation and Conservation of the Lalibela Churches'''' Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262823.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Burundi;Operational;N.A.;26.370,00 €;Audit du DP1 du PABRE;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275134.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Nigeria;Operational;N.A.;25.175,00 €;Short Term Expert for Support to the Office of the NAO Programme (transitional phase);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269258.01.1;2011;CAMBRIDGE EDUCATION LIMITED*;yes;GB523765636;SYDENHAM ROAD 8 10;CROYDON;CR0 2EE;United Kingdom;;Seychelles;Operational;N.A.;25.132,00 €;Assessment Report on Education Reform Action Plan 2009-10 in Seychelles;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270449.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Uganda;Operational;N.A.;25.088,00 €;Financial Audit of Batwa Community Human Rights Empowerment Project - DDH/2006/131-961 & Batwa Economic Empowerment Project (BEEP) - 2007/144-526;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266707.01.1;2011;NATIONAL GALLERY OF ZIMBABWE*;yes;;JULIUS NYERERE WAY 20 CAUSEWAY;HARARE;;Zimbabwe;;Zimbabwe;Operational;33.33 %;25.000,00 €;Support to the Organisation of the Zimbabwe Pavillion at the Venice Art Exhibition - Zimbabwe National gallery;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.271082.01.2;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Burundi;Operational;N.A.;24.974,50 €;audit financier des devis programme 2&3 du projet Santé Plus 9ème FED;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271034.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Mozambique;Operational;N.A.;24.950,00 €;Auditoria Financeira Projectos apoio Institutional GON 189770 e 245 945 + Verificaçao Despensas 224 935;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276666.01.1;2011;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Kenya;Operational;N.A.;24.368,00 €;Preparation of Action Fiche for Annual Action Programme 2012 under the Accompanying Measures for the Sugar Protocol countries for Kenya;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264857.01.1;2011;INTERNATIONAL BUSINESS MACHINES OFBELGIUM SA*IBM;yes;BE0405912336;AVENUE DU BOURGET  42;BRUXELLES;1130;Belgium;;Haiti;Operational;N.A.;23.594,00 €;prolongation des procédures de gestion administrative et financière du CNIGS et outils de mise en oeuvre;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278856.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Sierra Leone;Operational;N.A.;23.520,00 €;FINANCIAL AUDIT OF 5 CONTRACTS EDF9 (COOPI);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260657.01.1;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Burundi;Operational;N.A.;22.668,00 €;Préparation du projet Santé 10ème FED BURUNDI ''''Amagara Meza'''': élaboration des documents relatifs à l''assistance technique et au contrat de subvention sur la contractualisation;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261142.01.1;2011;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;;Gabon;Operational;N.A.;21.818,00 €;Avenant N°2 au contrat cadre 231-924 d''Audit technique des travaux de réalisation et de réhabilitation des pompes et forages du volet hydraulique villageoise du projet SYSMIN.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260619.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Uganda;Operational;N.A.;21.590,06 €;A Systems Audit Concerning Northern Uganda Agricultural Livelihoods Recovery Programme (ALREP) FED/2008/020-287 and Karamoja Livelihoods Programme (KALIP) FED/2008/020-280;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269429.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;All Countries;Operational;N.A.;21.275,50 €;Audit of ''''Institutional support to the ACP secretariat (10-ACP-TPS-2: Contribution agreement) including its antenna in Geneva '''';Directorate-General for Development and Cooperation — EuropeAid;Intra ACP - Other institutional and support expenditure (04.20.11.04);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277878.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Gambia;Operational;N.A.;20.794,00 €;Expenditure verification of PE 01 / TCFI 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270143.01.1;2011;ERNST & YOUNG LTD*E&Y;yes;MU20040250;SIR WILLIAM NEWTON STREET NEWTON;PORT LOUIS;;Mauritius;;Southern Africa Region 9EDF and 10EDF;Operational;N.A.;20.600,00 €;Audit FWC EuropeAid 127444 - Order form no 7;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268177.01.1;2011;TMK & CO. PARTNERSHIP*TOM MPAGI JAMES MUGABI;yes;UG1000157490;PILKINGTON AVENUE PLOT 1;KAMPALA;;Uganda;;Uganda;Operational;N.A.;20.500,00 €;Financial Audit of NAO PE 3 + Final audit of overall NAO SU program;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261532.01.1;2011;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;Mali;Operational;N.A.;20.000,00 €;Contrôle permanent des dépenses 2011-2012 - CONFED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269675.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Cape Verde;Operational;N.A.;19.994,00 €;Verification des depenses dans le cadre des Devis Programme au SON FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270716.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Suriname;Operational;N.A.;19.787,50 €;Financial audit of the Construction of the Road to the Ferry Terminal Suriname- Guyana, Suriname;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266866.01.1;2011;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Djibouti;Operational;N.A.;19.324,00 €;AT à l''ON et à l''OVD en phase de négociation et contractualisation du marché des travaux du programme d''assaissement solide de la ville de Djibouti;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278027.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Malawi;Operational;N.A.;19.273,00 €;Financial Verification for the UNDP Contribution Agreement for Joint Programme Support for M&E;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270531.01.1;2011;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Guyana;Operational;N.A.;18.786,00 €;Financial audit of the NAO Task force for the period 30/07/2009 to 31/08/2011;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.277822.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Central African Republic;Operational;N.A.;18.712,00 €;Audit DP 3 FASTRAC + DP 0 PMR II;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
