Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
SI2.ACGRACE059029100.2;2013;FORSCHUNGSZENTRUM JULICH GMBH*JULICH SUPERCOMPUTING CENTRE JSC;yes;DE122624631;WILHELM JOHNEN STRASSE;JULICH;52428;Germany;0,00€;;;Operational;3.000,00€;1E TASK: ANALYSIS OF MIRRORS EXPOSED IN JET ITER-LW AND PROCUREMENTS OF MIRRORS FOR EXPOSURE IN JET 2014 CAMPAIGNS: FIRST MIRROR TEST FOR ITER -  2E TASK: PLASMA CLEANING OF BE COATED MIRRORS - 3E TASK: FEASIBILITY STUDY FOR THE USE <<FU07-CT-2013-00202;Directorate-General for Research and Innovation;Appropriations accruing from contributions from (non-European Economic Area) third parties to research and technological development (08.22.04);Framework Programme for nuclear research and training activities;Grants
SI2.673952.2;2013;AMERICAN EXPRESS CORPORATE TRAVEL BVBA*;yes;BE0463685338;LENNEKE MARELAAN  6;SINT STEVENS WOLUWE;1932;Belgium;0,00€;;;Administrative;2.981,97€;TRAVEL AND ACCOMODATION FOR PARTICIPANTS AT COUNTRY WORKSHOP CZECH REPUBLIC - DRIVERS OF GROWTH ON 21/02/2014;Directorate-General for Economic and Financial Affairs;Coordination and surveillance of the economic and monetary union (01.02.02);01 Economic and financial affairs;Public procurement (including provisional commitments)
SI2.647798.2;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;2.974,22€;IT COMPAREX OF 2232 - SYMANTEC MATHWORKS STANDALONE;European Anti-Fraud Office;European Anti-fraud Office (OLAF) (24.01.06);24 Fight against fraud;Public procurement (including provisional commitments)
D45.B1313.003426.1;2013;SCANBOX ENTERTAINMENT AS*A.B. COLLECTION ABC BUREAUET KAVAN DANMARK MEDIA VIDEO TV SALES THEATRICAL DISTRIBUTION MUSIC CREATIVE INTERNATIONA;yes;DK26135567;BROVEJ 20A;VIBORG;8800;Denmark;0,00€;;;Operational;2.974,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072027DA0677 | SCANBOX ENTERTAINMENT AS | JEUNE ET JOLIE;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.000486.1;2013;AGENTIA NATIONALA PENTRU PROGRAMECOMUNITARE IN DOMENIUL EDUCTATIEISI FORMARII PROFESIONALE*;yes;RO17306250;CALEA SERBAN VODA 133 ET 3 SECTOR 4;BUCURESTI;040205;Romania;0,00€;;;Operational;2.964,90€;APPUI AUX STRUCTURES - EURODESKS : RO - EURODESK - OPERATING GRANT;Education, Audiovisual and Culture Executive Agency;Youth in Action (15.05.55);Youth in Action;Grants
SI2.649446.3;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;2.964,10€;AMENDMENT CS 5800 SENIOR ANALYST PROGRAMMER LEVEL 1;Directorate-General for Employment, Social Affairs and Inclusion;Analysis of, studies on and awareness raising in connection with the social situation, demographics and the family — Expenditure on administrative management (04.01.04.06);04 Employment and social affairs;Public procurement (including provisional commitments)
SI2.662232.1;2013;CONSUMER PROTECTION BOARD OF ESTONIA*;yes;;RAHUKOHTU 2;TALLINN;10130;Estonia;0,00€;;;Operational;2.957,58€;2013 97 14 - EXCHANGE OF OFFICIALS - MALM;Executive Agency for Health and Consumers;Union action in the field of consumer policy (17.02.02);Consumer policy actions;Grants
SI2.667288.3;2013;AMERICAN EXPRESS CORPORATE TRAVEL BVBA*;no;BE0463685338;LENNEKE MARELAAN  6;SINT STEVENS WOLUWE;1932;Belgium;0,00€;;;Operational;2.948,55€;"SERVICES - TRANSPORT AVION, HEBERGEMENT HOTEL ET TRANSFERTS 55 PAX POUR LA CONFÉRENCE-""ENTREPRENEURS SOCIAUX - PRENEZ LA PAROLE"" 16+17 JANVIER 2014, STRASBOURG";Directorate-General for the Internal Market and Services;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Public procurement (including provisional commitments)
SCR.CTR.335741.01.2;2013;STATE OF ERITREA*L ETAT D ERYTHREE;yes;;-;-;;Eritrea;0,00€;;Eritrea;Operational;2.948,00€;Improved food security and sustainable Livelihoods development through integrated natural resources management in Geleb;Directorate-General for Development and Cooperation — EuropeAid;Non-State actors in development (21.03.01);Development Cooperation Instrument;Grants
D45.B1313.003923.1;2013;CEDRUS MUVESZETI ALAPITVANY*;yes;HU18110661;PANNONIA UTCA 6 V EM 2;BUDAPEST;1136;Hungary;0,00€;;;Operational;2.940,60€;"MESURES DE COOPERATION  : CLT2013 / Vol122 ""Translation of 1 book into Hungarian""";Education, Audiovisual and Culture Executive Agency;Culture Programme (2007 to 2013) (15.04.44);Culture;Grants
D45.B1313.003364.2;2013;ACME FILM SIA*;yes;LV40003700507;UNIJAS IELA  11A;RIGA;1039;Latvia;0,00€;;;Operational;2.940,00€;"SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010C22LV | SIA ""ACME FILM"" | 1301DI01 Package of films No. 22";Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.651897.5;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.939,06€;INFORMATION SERVICE SENIOR ASSISTANT FOR USERS;Directorate-General for Education and Culture;MEDIA 2007 — Support programme for the European audiovisual sector — Expenditure on administrative management (15.01.04.60);MEDIA 2007: Support for the European audiovisual sector;Public procurement (including provisional commitments)
SI2.657838.5;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.939,06€;USER ASSISTANT FOR YOUTHLINK PROJECT  FOR ERAMSUS MUNDUS, LIFELONG LEARNING, CULTURE, YOUTH IN ACTION AND MEDIA PROGRAMMES;Directorate-General for Education and Culture;MEDIA 2007 — Support programme for the European audiovisual sector — Expenditure on administrative management (15.01.04.60);MEDIA 2007: Support for the European audiovisual sector;Public procurement (including provisional commitments)
SCR.CTR.335456.01.4;2013;AMERICAN MANAGEMENT ASSOCIATION INTERNATIONAL*AMA AMACOM;yes;;BROADWAY 1601;NEW YORK;10019;United States;0,00€;;Belgium;Administrative;2.931,42€;Logistics related to EuropeAid Days 2014;Directorate-General for Development and Cooperation — EuropeAid;Financing instrument for development cooperation (DCI) — Expenditure on administrative management (19.01.04.01);Development Cooperation Instrument;Public procurement (including provisional commitments)
SI2.667124.1;2013;UNIVERSITY COLLEGE LONDON*;no;GB524371168;GOWER STREET;LONDON;WC1E 6BT;United Kingdom;0,00€;;;Administrative;2.921,67€;GLOBAL CLIMATE CHANGE IMPACT ON BUILT HERITAGE AND CULTURAL LANDSCAPES;Directorate-General for Research and Innovation;Completion of the sixth EC framework programme (2003 to 2006) (08.22.03.01);Research: Framework  programme n°6 (completion);Grants
;;AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS*CSIC;no;ESQ2818002D;CALLE SERRANO 117;MADRID;28006;Spain;0,00€;;;;0,00€;;;;;
;;SWEREA KIMAB AB*;no;SE556593050901;PO BOX 7047;KISTA;164 07;Sweden;0,00€;;;;0,00€;;;;;
;;KORROSIONSINSTITUTET SWEDISH CORROSION AB*;no;SE556520451701;KRAFTRIKET 23A;STOCKHOLM;104 05;Sweden;0,00€;;;;0,00€;;;;;
;;CONSIGLIO NAZIONALE DELLE RICERCHE*;yes;IT02118311006;PIAZZALE ALDO MORO 7;ROMA;00185;Italy;0,00€;;;;0,00€;;;;;
;;USTAV TEORETICKE A APLIKOVANE MECHANIKY AVCR*;no;CZ68378297;PROSECKA 76;PRAHA 9;19000;Czech Republic;0,00€;;;;0,00€;;;;;
;;NORSK INSTITUTT FOR LUFTFORSKNING STIFTELSE*NORWEGIAN INSTITUTE FOR AIR RESEARCH NILU;no;NO941705561MVA;INSTITUTTVEIEN 18;KJELLER;2027;Norway;0,00€;;;;0,00€;;;;;
;;INSTYTUT KATALIZY I FIZYKOCHEMII POWIERZCHNI IM JERZEGO HABERA POLSKIEJ AKADEMII NAUK ICSC PAN*INSTITUTECATALYSIS & SURFACE CHEMISTRY POLIS;no;PL6750001805;UL. NIEZAPOMINAJEK 8;KRAKOW;30 239;Poland;0,00€;;;;0,00€;;;;;
;;UNIVERSITY OF EAST ANGLIA*;no;GB595183505;EARLHAM ROAD;NORWICH;NR4 7TJ;United Kingdom;0,00€;;;;0,00€;;;;;
SI2.650797.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.912,50€;END USER ASSISTANCE OR SUPPORT OF INFORMATION SYSTEMS OR TRAINING FOR DE EAC NEEDS;Directorate-General for Education and Culture;Erasmus Mundus — Expenditure on administrative management (15.01.04.14);Erasmus Mundus: Higher education through cooperation with third countries;Public procurement (including provisional commitments)
SI2.657444.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.912,50€;SUPPORT TO USERS FOR INFORMATION SYSTEMS;Directorate-General for Education and Culture;Erasmus Mundus — Expenditure on administrative management (15.01.04.14);Erasmus Mundus: Higher education through cooperation with third countries;Public procurement (including provisional commitments)
SI2.656639.1;2013;TIPIK COMMUNICATION AGENCY SA*;yes;BE0435539007;AVENUE DE TERVUEREN 270;BRUXELLES;1150;Belgium;0,00€;;;Administrative;2.901,52€;SOCIAL MEDIA SUPPORT;Directorate-General for Employment, Social Affairs and Inclusion;Industrial relations and social dialogue — Expenditure on administrative management (04.01.04.02);04 Employment and social affairs;Public procurement (including provisional commitments)
CCR.IHCP.C439072.X2.1;2013;CARL ZEISS SPA*;no;;CORSO MAGENTA 46;MILANO;20100;Italy;0,00€;;;Operational;2.900,00€;Servizio di manutenzione e assistenza tecnica su strumento Carl Zeiss Axiovert 200MOT - sistema Apotome;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
D45.B1313.004981.1;2013;ACME FILM SIA*;yes;LV40003700507;UNIJAS IELA  11A;RIGA;1039;Latvia;0,00€;;;Operational;2.900,00€;"SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010040LV | SIA ""ACME FILM"" | ONLY LOVERS LEFT ALIVE";Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SLG.CMM.2013.21203.3;2013;BULL SAS*;yes;FR87642058739;RUE JEAN JAURES 68;LES CLAYES SOUS BOIS;78340;France;0,00€;;;Administrative;2.891,51€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Regional Policy;Cohesion Fund (CF) — Expenditure on administrative management (13.01.04.03);Cohesion Funds;Public procurement (including provisional commitments)
D45.B1313.005878.1;2013;COMUNE DI GORIZIA*;yes;IT00122500317;PIAZZA DEL MUNICIPIO 1;GORIZIA;34170;Italy;0,00€;;;Operational;2.889,62€;JUMELAGES DES VILLES - RENCONTRES : Education-Togheter Within an Innovative Network;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
SI2.673511.3;2013;VO COMMUNICATION SA*;yes;BE0447856522;AVENUE VAN VOLXEM 281;BRUXELLES;1190;Belgium;0,00€;;;Operational;2.887,56€;CALL CP 2013_EAHC/2013/CP/10_SUPPORT SERVICES FOR IMPROVING THE VISIBILITY OF THE NETWORK OF THE EUROPEAN CONSUMER CENTRES (ECC-NET)_2013 86 07;Executive Agency for Health and Consumers;Union action in the field of consumer policy (17.02.02);Consumer policy actions;Public procurement (including provisional commitments)
D45.B1313.000813.1;2013;PA DORA DOO*PA-DORA;yes;HR3842096;RIBNICKA 61;ZAGREB;10000;Croatia;0,00€;;;Operational;2.880,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072002HR3241 | PA-DORA D.O.O. | BELLE ET SEBASTIEN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SLG.CMM.2013.9730.2;2013;GISIS2 SOCIETE MOMENTANEE*ATOS BELGIUM SA;yes;BE0895823110;DA VINCILAAN 5;ZAVENTEM;1930;Belgium;0,00€;;;Administrative;2.878,30€;SERVICES GRANT MANAGEMENT SYSTEM SUPPORT;Directorate-General for Communications Networks,Content and Technology;Other management expenditure for research (09.01.05.03);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.670769.1;2013;ALZHEIMER EUROPE ASBL*AE;yes;;ROUTE DE THIONVILLE 145;LUXEMBOURG;2611;Luxembourg;0,00€;;;Operational;2.877,00€;2013 32 04 AE_FY2014 (OG) PHP -  OPERATING GRANTS TO NGOS ON TOPICS COVERED BY WP 2013;Executive Agency for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Grants
SI2.652415.2;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Administrative;2.871,89€;IN HOUSE SUPPORT FOR IT SYSTEM;Directorate-General for Agriculture and Rural Development;European Agriculture Guarantee Fund (EAGF) — Non-operational technical assistance (05.01.04.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.662701.4;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.859,99€;SENIOR USER ASSISTANCE FOR INFORMATION SYSTEMS;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
SI2.668692.2;2013;A3S UP FOR EU CONSORTIUM*SOPRA BELUX SA ALTRAN SA ATOS ORIGIN BELGIUM SA ACCENTURE SA;yes;BE0407211542;AVENUE LOUISE 326 29;BRUXELLES;1050;Belgium;0,00€;;;Operational;2.859,99€;IT SERVICE CONTRACT - 1 PROJECT MANAGER FOR RUP & PRINCE 2;Directorate-General for Health and Consumers;Plant-health measures — New measures (17.04.04.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.637417.16;2013;ASSOCIATION INTERNATIONALE SECRETARIAT D'EUREKA AISBL*;yes;BE0429585680;RUE NEERVELD 107;BRUXELLES;1200;Belgium;0,00€;;;Operational;2.858,48€;EUREKA SECRETARIAT 2013 CONTRIBUTION TO THE BUDGET;Directorate-General for Research and Innovation;Cooperation — Energy (08.05.01);Research: Framework  programme n°7;Grants
D45.B1313.004465.1;2013;FILMCOOPI ZURICH AG*;yes;CHE105703090MWST;HEINRICHSTRASSE 114;ZURICH;8005;Switzerland;0,00€;;;Operational;2.856,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072060CH2994 | FILMCOOPI ZURICH AG | ATERTRAFFEN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.672053.1;2013;SCIENTER SCARL*;no;IT03754120370;VIA VAL D APOSA 3;BOLOGNA;40123;Italy;0,00€;;;Operational;2.850,42€;EXTERNAL INDEPENDENT INTERIM EVALUATION OF THE TRAINEESHIP SCHEME COVERING THE PERIOD 2007-2013;Directorate-General for Education and Culture;Other management expenditure (15.01.02.11);15 Education and culture;Public procurement (including provisional commitments)
;;MARKET & OPINION RESEARCH INTERNATIONAL LIMITED*MORI;no;GB443932151;BOROUGH ROAD 79-81;LONDON;SE1 1FY;United Kingdom;0,00€;;;;0,00€;;;;;
;;ECONOMISTI ASSOCIATI SRL*;yes;IT04332460379;VIA RIALTO 9;BOLOGNA;40124;Italy;0,00€;;;;0,00€;;;;;
SLG.CMM.2013.25421.2;2013;TATA CONSULTANCY SERVICES LUXEMBOURG SA*TCS;no;LU20911251;RUE PAFEBRUCH 89 D;CAPELLEN;8308;Luxembourg;0,00€;;;Operational;2.842,73€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Health and Consumers;Other measures in the veterinary, animal welfare and public health field — New measures (17.04.02.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.666004.4;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.837,95€;ANALYST-PROGRAMMER FOR THE DEVELOPEMENT AND MAINTENANCE OF VALORISATION CONTENT MANAGEMENT SYSTEMS OF DIRECTORATE GENERAL EDUCATION AND CULTURE;Directorate-General for Education and Culture;Youth in Action — Expenditure on administrative management (15.01.04.55);Youth in Action;Public procurement (including provisional commitments)
D45.B1313.004315.1;2013;ARTI FILM VOF*;yes;NL810483555B01;JOHANNES GERADTSWEG 85;HILVERSUM;1222 PN;Netherlands;0,00€;;;Operational;2.819,60€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073008NL2567 | ARTI FILM VOF | LA BANDA PICASSO;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
CCR.ISM.C487299.X33.2;2013;INTERTECNO SPA*;yes;IT02128430150;VIALE MARCHE 13;MILANO;20125;Italy;0,00€;;;Operational;2.815,00€;Decommmissioning- Order letter 30/2011;Joint Research Centre;Decommissioning of nuclear installations and waste management (10.05.01);10 Direct research;Public procurement (including provisional commitments)
D45.B1313.001730.1;2013;CLOROFILM SRL*;yes;RO16960450;STR I C BRATIANU 33 AP 13;CLUJ NAPOCA;400079;Romania;0,00€;;;Operational;2.800,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072C01RO3142 | CLOROFILM SRL | 1212DI072 Package of films No. 1;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.002911.1;2013;2I FILM DRUSTVO S OSGRANICENOM ODGOVORNOSCU ZA PROMET AUDIOVIZUALNIH DJELA*;yes;HR97934161058;RASKA 22 C;ZAGREB;10000;Croatia;0,00€;;;Operational;2.800,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010006HR | 2I FILM DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA PROMET AUDIOVIZUALNH DJELA | CALL GIRL;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004651.1;2013;CASA DE PELICULAS SL*;yes;ESB65441685;CALLE COLL 18 PLANTA 1;BARCELONA;08027;Spain;0,00€;;;Operational;2.800,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010055ES | CASA DE PELÍCULAS, S.L | W IMIE...;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004782.1;2013;VIVARTO SP ZOO*;yes;PL5242563086;UL SWIETEGO WINCENTEGO 110 LOK PK 1;WARSZAWA;03 291;Poland;0,00€;;;Operational;2.800,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072C04PL3053 | VIVARTO SP. Z O.O. | 1212DI072 Package of films No. 4;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004896.1;2013;2I FILM DRUSTVO S OSGRANICENOM ODGOVORNOSCU ZA PROMET AUDIOVIZUALNIH DJELA*;yes;HR97934161058;RASKA 22 C;ZAGREB;10000;Croatia;0,00€;;;Operational;2.800,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010055HR | 2I FILM DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA PROMET AUDIOVIZUALNH DJELA | W IMIE...;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.ACGRACE058328500.1;2013;AGENZIA NAZIONALE PER LE NUOVE TECNOLOGIE, L'ENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE - ENEA*;yes;IT00985801000;LUNGOTEVERE THAON DI REVEL 76;ROMA;000196;Italy;0,00€;;;Operational;2.800,00€;JW13-FT TASKS 1.24, 4.29 AND 5.52;Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
SI2.ACGRACE059156100.1;2013;MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV*;yes;DE129517720;HOFGARTENSTRASSE 8;MUNCHEN;80539;Germany;0,00€;;;Operational;2.800,00€;FU07-CT-2013-00203 EFDA JET ORDER JW12-O-IPP-53 TASK AGREEM JW13-FT-JET WORK PROGRAMME 2013 FOR 7000 EUR;Directorate-General for Research and Innovation;Euratom — Fusion energy (08.20.01);Framework Programme for nuclear research and training activities;Grants
SI2.654988.3;2013;MCS KICK & RUSH SPRL*;yes;BE0457855935;DREVE RICHELLE 161A BTE 12;WATERLOO;1410;Belgium;0,00€;;;Administrative;2.795,45€;SUPPLIES AND SERVICES;Directorate-General for Education and Culture;Culture Programme (2007 to 2013) — Expenditure on administrative management (15.01.04.44);Culture;Public procurement (including provisional commitments)
SI2.664365.2;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Administrative;2.794,54€;PRESTATIONS SERVICES INFORMATIQUES -  MAINTENANCE;Directorate-General for Interpretation;Information technology expenditure of the Directorate-General for Interpretation (31.01.06.03);31 Language services;Public procurement (including provisional commitments)
SI2.660735.2;2013;MANAGING INNOVATION STRATEGIES SLL*;no;ESB95210878;POLIGONO INDUSTRIAL AXPE EDIFICIO B;ERANDIO VIZCAYA;48930;Spain;0,00€;;;Operational;2.789,20€;2013 SURVEY ON CORDIS - REGISTERED USERS AND VISITORS;Directorate-General for Research and Innovation;Cooperation — Food, agriculture and fisheries, and biotechnology (08.03.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
CCR.ISM.C487299.X73.2;2013;INTERTECNO SPA*;yes;IT02128430150;VIALE MARCHE 13;MILANO;20125;Italy;0,00€;;;Operational;2.782,00€;Decommissioning - Lettera d'ordine 63/2012;Joint Research Centre;Decommissioning of nuclear installations and waste management (10.05.01);10 Direct research;Public procurement (including provisional commitments)
SLG.CMM.2013.4411.2;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;no;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;;Administrative;2.777,70€;Analyst/Consultant/Architect/Expert/Webmaster/Engineer for information technologies systems and/or services;Directorate-General for Informatics;Other management expenditure (26.01.02.11);26 Commission's administration;Public procurement (including provisional commitments)
CCR.IES.C195707.X76.3;2013;COMLIN ASSOCIATION MOMENTANEE*;yes;LU17196214;ROUTE D ARLON 81-83;STRASSEN;8009;Luxembourg;0,00€;;;Operational;2.771,07€;H02-H03-H07-OF 1601-NetApp Maintenance;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
D45.B1313.006044.2;2013;SZERENCS VAROS POLGARMESTERE*MUNICIPALITY OF SZERENCS;yes;HU15349882;RAKOCZI UTCA 89;SZERENCS;3900;Hungary;0,00€;;;Operational;2.766,69€;JUMELAGES DES VILLES - RENCONTRES : EUROPART 11. - Három nemzet ifjúsági és kulturális találkozója Szerencsen;Education, Audiovisual and Culture Executive Agency;Europe for Citizens (16.05.01.01);Europe for Citizens;Grants
SLG.CMM.2013.32058.1;2013;COMLIN ASSOCIATION MOMENTANEE*;yes;LU17196214;ROUTE D ARLON 81-83;STRASSEN;8009;Luxembourg;0,00€;;;Administrative;2.765,95€;LEASE AND/OR RENTING AND/OR MAINTENANCE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for the Environment;LIFE+ (Financial Instrument for the Environment — 2007 to 2013) — Expenditure on administrative management (07.01.04.01);LIFE+: Financial Instrument for the Environment;Public procurement (including provisional commitments)
D45.B1313.003053.2;2013;DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP*DEMIURG CVETKA FLAKUS SP;yes;*****;*****;*****;*****;Slovenia;0,00€;Zahodna Slovenija;;Operational;2.760,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010C31SI | DEMIURG POSREDOVANJE IN PROMOCIJA V KULTURI CVETKA FLAKUS SP | 1301DI01 Package of films No. 31;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.660527.1;2013;CONSORTIUM SERCO/SIS/CRONOS*SERCO BELGIUM SA ATOS BELGIUM SA CRONOS INTERNATIONAL SA ATOS INTEGRATIO SAS;yes;BE0464923671;AVENUE EDMOND VAN NIEUWENHUYSE;BRUXELLES;1160;Belgium;0,00€;;;Administrative;2.751,84€;IT SERVICES - SYSTEM ADMINISTRATOR LEVEL 5;Directorate-General for Interpretation;Information technology expenditure of the Directorate-General for Interpretation (31.01.06.03);31 Language services;Public procurement (including provisional commitments)
